T,EV,AP,RH,EP
23.8086,56.3281,1011.7231,60.1089,444.5546
8.4413,49.9606,1019.2899,101.1265,466.7652
24.7973,69.9155,1018.0719,51.5110,445.4573
10.5497,50.9445,1024.9023,77.1265,476.8481
16.0890,43.2474,1014.5134,77.2041,471.0815
19.5898,53.9698,1005.9537,45.0176,459.2467
28.4670,65.2109,1010.9529,59.5351,437.1367
17.2755,45.8213,1017.3358,81.1306,453.4378
22.6499,54.7205,1007.0066,64.7696,459.4223
21.1154,56.4240,1008.2661,55.0062,454.5308
22.8563,80.7132,1019.6827,95.2335,436.8508
10.4569,51.6192,1007.1870,97.8110,466.0839
21.2127,55.2954,1009.0068,81.9663,451.1277
15.3238,51.9887,1020.1200,75.0654,454.5039
29.6215,56.6561,1009.2934,67.1728,433.0499
16.6613,66.9879,1018.2722,69.6615,459.2444
22.2497,72.0643,1004.8971,76.7316,441.0707
15.5028,44.0405,1014.3197,61.7844,472.2551
18.5016,56.5751,1017.4347,65.3875,459.3585
19.7090,53.7835,1016.7456,77.7354,451.2581
16.9614,58.6906,1020.7833,84.2493,460.0092
13.8026,36.6969,1018.5893,57.5863,465.7467
20.5556,54.6615,1019.9861,83.4696,447.1564
36.2417,75.2255,1002.8509,78.5224,424.9705
27.7313,72.5605,1003.2774,55.8002,430.9031
18.6383,52.5137,1007.3663,52.4306,463.3870
12.7147,42.8639,1020.3818,79.3467,475.8656
17.8934,54.8024,1012.7146,86.4072,453.0153
22.4741,55.5920,1015.6435,72.8195,445.4287
33.9367,77.4598,1011.6074,43.3752,422.3118
14.7662,41.7320,1009.2543,76.6969,470.2204
13.8794,46.6526,1003.3859,95.0330,460.4606
16.3748,51.9395,1014.3338,102.3516,452.9599
25.8121,61.2012,998.8074,63.2087,439.3850
22.1501,52.1851,1016.9646,58.9192,454.4333
24.6121,54.8006,1012.8443,67.2978,442.6946
14.8022,27.6592,1008.9639,61.3844,473.2013
21.7795,57.3260,1006.5638,83.6417,436.8092
14.9848,42.2854,1017.5553,77.1419,463.8089
15.4457,53.5230,1016.1438,89.6791,458.1824
18.2436,55.9463,1011.7098,77.1497,453.3601
24.6475,65.6275,1015.0000,73.6457,433.3516
22.1721,51.8460,1022.6001,80.9406,447.2409
11.5313,43.0021,1014.9774,85.7341,477.5440
22.2531,52.3735,1013.5521,59.4948,451.8723
23.7315,76.3904,1011.7174,78.3670,441.8498
11.2429,40.5992,1004.3226,79.0937,472.1257
15.1150,50.1004,1007.2914,85.5080,455.8295
-2.6630,18.5944,1028.5490,84.3463,508.4729
13.3703,47.3008,1017.2457,88.1631,465.3612
14.6568,58.0383,1012.7594,105.0942,462.0752
15.1747,49.6367,1013.2493,92.0490,462.3597
27.2976,66.0372,1011.6205,77.4390,438.1933
19.5201,69.4828,1017.4079,83.3178,445.7323
26.0666,54.7264,1017.3527,57.0867,443.3639
30.0212,70.5611,1012.7075,54.0775,428.8265
25.9218,59.1399,1016.9752,55.0121,446.0841
11.9344,48.3051,1009.2266,87.7229,473.4347
5.8847,28.2619,1020.9329,97.3300,483.0501
19.2935,49.6668,1017.3008,70.7313,455.5044
12.9930,44.9328,1015.0788,96.5092,465.8999
21.7667,56.3099,1019.5914,75.6486,451.0296
11.6665,41.0092,1009.7250,91.2391,466.1952
5.5650,47.4323,1016.4209,118.4566,481.9838
19.6343,50.4186,1020.5502,61.1341,456.7300
33.5230,70.8337,1013.4204,50.5207,426.0733
17.2254,54.6781,1010.9562,87.1535,459.0189
27.2985,54.2647,1021.8195,31.8809,449.6730
21.9751,72.0744,1013.4653,74.1766,445.0755
23.2101,61.9273,1018.5617,84.6142,444.8473
15.9833,64.2023,1014.1830,90.2430,448.0958
30.1008,71.6953,1008.9585,56.6879,432.7430
9.1056,32.6604,1030.5037,64.8803,489.9256
7.8276,47.8747,1017.3392,93.6221,476.1252
25.1039,59.3382,1014.4493,44.0909,450.5505
9.7329,35.8329,1013.6270,80.5547,472.7632
22.5754,68.3698,1021.0913,65.2561,451.8992
21.4695,57.4659,1012.1338,73.7028,454.3463
31.9052,78.2738,1014.4266,60.5424,436.1707
22.5809,58.2180,1006.7850,88.2362,447.8517
11.5384,56.8977,1007.8123,90.9305,473.3605
19.2005,47.3280,1017.5439,66.7999,450.1526
26.0255,68.6995,1015.3420,57.0569,446.4282
22.4991,67.4487,1018.8405,52.5039,457.3329
13.6198,39.2026,1017.6049,70.3710,464.1450
22.9159,64.3317,1014.4459,76.3160,445.2848
15.9720,46.6014,1020.7977,57.0568,462.1244
8.7496,31.2393,1015.7945,71.9331,488.8599
16.2772,55.4936,1018.9737,86.8030,454.1522
13.3994,31.9744,1014.1826,73.3866,466.1523
13.1373,57.6705,1015.6871,85.4266,458.1754
25.1856,56.5039,1010.7958,82.9133,435.1628
18.3813,52.5470,1017.3897,67.4976,461.7494
21.6656,58.0900,1016.7290,69.7497,449.2910
16.3640,58.1410,1023.4393,80.6984,462.3788
13.3398,56.3788,1014.3911,98.3328,465.0480
24.5716,63.7885,1017.3661,59.6337,448.4140
27.4385,57.7223,1007.9811,64.9328,431.4398
16.8335,44.6148,1009.0038,80.0049,449.9535
7.9235,37.7687,1016.7795,92.4066,473.9959
28.0696,75.6101,1009.4264,66.7780,429.7549
15.7477,42.4525,1023.8157,61.4718,473.2808
37.7242,85.7649,1010.5811,55.2392,416.7379
12.2171,54.5816,1026.1790,87.0549,465.1206
29.6156,65.7406,1006.4224,66.0471,436.2531
24.7754,62.9533,1015.7688,61.8584,442.1282
28.8952,72.2899,1004.4424,69.7006,438.7033
21.2637,54.8577,1010.4710,74.6357,459.4546
16.7426,40.3549,1011.8058,104.3437,453.6792
21.8252,54.3721,1011.9371,85.0420,452.1242
28.6900,61.0112,1003.6602,63.1290,439.8449
24.3258,64.1799,1011.7391,68.7670,437.8875
11.0857,36.4070,1012.1500,99.8028,476.5166
31.2176,64.3877,1010.1863,55.8346,438.1165
13.3678,54.9181,1020.9843,81.2015,472.6703
14.8763,44.9013,1015.8972,79.4726,466.8242
16.4294,48.2809,1007.1924,54.2298,473.2099
11.4922,40.4653,1015.7941,65.9292,476.4366
10.1141,49.2536,1018.5462,93.0192,477.6623
20.6762,53.6305,1011.5353,65.7173,455.3269
14.5178,42.0355,1008.2535,79.6479,469.1822
29.0913,64.0519,999.7264,70.2462,427.3559
25.9051,79.2073,1016.2892,70.8675,438.3439
4.8753,28.4525,1019.8518,72.9926,488.3681
27.3963,60.7941,1011.7684,60.3999,443.3461
13.8532,56.4156,1011.3920,64.5273,478.3403
22.1115,49.5684,1012.2056,57.3539,457.6606
12.2245,34.0871,1015.4499,77.3421,465.8144
27.8799,60.3848,1015.8420,52.7717,442.0389
23.7196,58.7230,1013.8718,55.6931,450.4820
4.3441,36.0225,1016.1685,82.6202,489.7088
13.4502,42.7537,1006.4094,79.2401,465.3316
11.7192,39.3077,1011.8060,92.9124,469.8830
18.6852,54.6112,1011.7910,62.8188,457.9451
25.6445,69.8713,1004.8289,67.3270,436.1591
22.2417,58.8531,1017.9847,84.3355,448.2867
15.6452,50.1532,1006.7644,53.5465,473.9421
17.7471,51.0174,1010.4556,80.8292,461.3423
26.9105,55.4251,1017.0569,45.1465,433.5959
7.8502,35.9000,1018.5147,78.2774,477.6051
18.2444,50.5317,1026.4613,72.0789,456.7535
17.1413,60.9029,1010.4886,95.2022,450.7465
52.3575,94.0968,999.2769,49.1275,378.8692
27.0308,58.4542,1009.9087,67.5537,442.7616
17.0756,58.3152,1018.8386,84.6203,455.5948
14.0921,44.3713,1008.2834,89.1643,464.6056
23.3302,69.0874,1012.0632,80.9047,447.5351
11.7042,40.8822,1016.6578,81.3019,468.3080
4.2699,31.2092,1012.1945,97.0014,487.9006
17.9250,43.6717,1010.6530,72.0310,458.5833
19.2171,52.5711,1021.5175,75.9279,450.9598
17.3900,37.9426,1011.2332,79.4629,458.3025
23.7680,59.9641,1015.8532,59.1566,442.5954
17.4668,39.9004,1015.1591,87.2089,463.6226
23.5655,58.3869,1002.0545,69.9115,440.4544
14.7929,46.0514,1014.5082,68.6694,464.9853
13.6001,36.1927,1012.1203,67.2082,468.1505
19.6675,66.3229,1006.0368,64.0436,440.9715
26.0731,65.0578,1012.8495,65.4840,440.0969
15.2141,52.6562,1015.8805,70.8245,457.2997
12.5866,44.7592,1023.2924,89.1092,461.7978
25.8583,73.1186,1005.6939,74.9325,445.5315
16.5908,46.5113,1013.8873,94.2309,458.6729
17.3686,49.8130,998.0961,56.6578,457.4465
30.0507,63.5473,1004.4337,55.8129,429.6629
20.7594,55.0103,1009.9606,64.3094,450.8225
13.6575,51.8871,1010.7482,51.5049,470.0851
16.7818,51.3690,1019.3780,80.3953,463.2419
13.1205,36.4603,1012.6750,73.7282,470.3064
17.2549,53.7943,1018.1799,74.5803,451.9999
25.6918,61.4741,1015.8936,54.5329,449.6951
18.4832,58.9123,1010.5509,65.1047,452.0723
20.2971,54.9263,1016.3828,58.6281,455.0828
20.2314,64.4406,1007.1412,78.9149,445.6534
16.4027,58.3801,1025.3559,93.4900,448.1858
27.0742,75.3625,1010.1955,84.5683,436.0976
18.0814,52.7262,1016.4778,66.9283,461.1573
18.9613,55.1132,1018.9999,74.9500,451.4629
13.5400,47.2047,1018.2751,77.0479,472.4366
14.3909,53.0542,1015.8521,73.1353,456.3586
25.2369,65.3663,1019.0902,73.3896,445.4882
25.8807,52.5286,1004.6393,92.5074,440.5632
17.3879,47.2365,1010.8742,78.3847,450.9406
28.8609,64.4899,1009.4974,65.3991,431.3643
12.0400,43.7731,1006.3737,84.1311,465.1460
21.7492,48.2174,1008.4471,68.2160,457.3692
17.1715,39.2661,1014.0492,55.1591,464.5979
24.4420,58.6635,1011.8634,64.1783,445.0035
12.1558,46.2328,1019.6991,101.9789,476.1524
14.7245,50.2886,1020.1983,67.3818,469.1575
27.0912,68.7907,1006.6335,71.9848,434.2989
20.7732,43.1934,1011.8152,62.6300,456.6894
26.7385,63.4191,1000.9290,82.1307,435.9510
12.2579,37.9175,1017.1295,94.1648,464.3262
17.3769,46.0575,1008.9545,56.3042,464.0880
16.9567,52.1614,1010.6155,77.4724,458.3808
15.1849,28.8310,1006.3720,89.1743,475.6802
26.7900,59.4794,1003.0719,67.1109,442.1249
28.3312,62.7963,1015.7760,58.5043,442.6341
23.0443,61.9927,1015.8094,66.3545,447.9186
23.3521,56.6542,1008.4472,69.0680,451.8378
28.1772,72.2035,1008.6588,45.1847,432.9770
25.6486,62.7466,1013.8915,55.5379,442.1682
28.6602,65.6918,1013.1327,65.8530,437.2553
7.8678,43.1771,1013.2673,66.1906,481.1360
15.2326,48.2526,1009.8318,80.7841,469.9310
30.2937,75.6571,1008.4282,66.9178,433.2828
15.8424,39.3529,1008.5529,92.9488,460.2830
27.3421,71.5190,1008.5987,57.3928,440.1211
37.8672,81.7453,1000.6840,48.5822,422.0676
21.5777,55.2710,1005.6186,62.0786,452.6429
23.3447,61.4438,1013.7427,78.2180,444.5202
26.1087,61.0058,1006.1781,61.8943,439.4330
30.9949,63.5471,1009.8990,61.7957,420.3676
22.6229,65.1460,1004.9624,80.9894,446.8313
11.5163,48.5390,1020.0500,77.5443,471.9974
17.8043,55.4097,1006.6306,85.1847,450.3249
15.7230,53.4654,1012.5779,77.7580,462.5082
7.5837,38.3920,1021.3884,68.4031,485.0874
19.6681,51.1846,1016.7644,73.6819,458.4077
25.5103,71.4337,1011.7735,64.9900,444.0657
24.6094,69.8049,1012.8369,67.2794,440.7085
15.3175,48.2520,1015.4761,72.5187,470.9752
21.6572,63.0467,1001.8522,88.0783,446.9762
14.8891,42.2009,1007.4073,78.2446,464.7621
18.0716,61.1390,1002.7534,78.3667,455.7763
29.6462,73.1571,1006.9106,68.9213,425.9184
16.1610,36.1489,1017.1516,40.3205,471.7394
9.6624,44.7860,1013.6962,113.0542,469.6443
26.8221,59.7918,1006.6222,65.0805,442.8370
17.8335,50.5072,1006.8782,61.2004,459.8309
33.0618,66.7638,1010.1113,61.9488,415.8797
25.3742,67.2813,1008.8366,73.3854,442.4387
16.4977,52.0086,1019.6724,85.4248,457.5417
32.4986,73.5778,1016.0128,51.7573,438.0073
34.0907,71.0632,1005.5757,70.2904,415.1717
26.1515,61.4132,1013.0532,65.4068,439.3244
10.5430,50.1904,1015.7497,67.4379,466.9218
29.0884,70.7216,999.5180,46.7967,432.6300
28.0310,67.1337,1020.2053,70.5368,434.2357
29.0643,68.5361,1012.3825,64.2498,430.6493
18.2359,54.4798,1009.5966,80.5878,451.8191
17.2701,72.5251,1011.2875,113.3167,450.4721
19.4295,52.4324,1008.9164,87.5690,444.9194
17.4789,46.8727,1014.2122,64.6353,461.8474
22.0282,60.8686,1010.3774,65.4332,437.7578
29.6293,71.6238,1005.5993,77.4318,433.6225
23.8047,63.8503,1010.0328,77.1671,441.2826
11.8747,50.4802,1014.4420,105.3021,469.8011
16.7965,49.3998,1015.4433,78.2675,467.4894
21.1770,51.2503,1011.6077,78.7420,442.7800
13.4417,40.4698,1017.7660,82.1808,470.2654
10.7705,38.5757,1015.2044,85.6468,465.4918
15.6267,47.8394,1011.1885,97.1711,454.8464
15.5659,43.0433,1013.6406,69.5011,475.3764
9.1456,44.3652,1013.7484,97.9707,478.5674
16.9919,54.0818,1019.2015,82.9339,459.3866
13.3354,46.2216,1016.9738,107.3840,462.3206
17.2441,45.4372,1014.2087,54.9700,463.2894
3.3921,36.8659,1019.7514,94.0785,494.4642
29.6050,68.4672,1013.9251,76.0875,426.0129
12.1187,40.7208,1015.1102,89.2426,471.4434
14.7289,41.3453,1023.3925,65.5853,463.2784
33.0012,73.9119,1006.6709,71.9976,428.6396
24.9252,59.8743,1008.4923,73.4609,442.7667
28.9414,68.3369,1006.9270,48.6576,435.2957
22.7067,54.6970,1010.7671,62.6732,448.0352
22.1626,62.1844,1011.4462,62.2268,446.5188
19.3104,43.9106,1001.0525,76.1058,448.8293
23.0677,59.1874,1007.5579,100.4065,439.8070
29.4083,69.9969,1018.2454,65.2893,424.7597
21.6208,58.6176,1012.8594,67.5546,448.1491
8.2012,38.7276,1005.9578,77.1716,485.5178
21.2634,44.7176,1011.8483,77.2795,455.8249
19.8540,55.2609,1002.2664,80.0996,460.3970
26.2456,61.4016,1009.0762,50.2397,438.4073
16.8484,39.5162,1016.3814,64.5311,468.5448
26.3301,62.6227,1003.1916,43.8984,441.5220
10.2362,46.7135,1013.4007,101.6934,466.0319
13.8430,39.7938,1022.3318,72.7218,468.3619
24.1917,59.5216,1012.7646,77.0200,444.6133
28.5537,73.5842,1004.9963,57.1487,433.4667
29.1661,61.9548,1006.3386,47.2849,436.9458
21.8993,70.5619,1014.8302,69.2663,441.5473
23.3753,50.6135,1013.0006,75.1140,453.6491
12.5174,43.7999,1020.6524,65.9905,473.5075
-3.3780,34.3104,1017.6953,88.9773,498.6320
20.6080,60.3859,1014.0242,75.1449,449.3102
35.1024,81.9243,1008.9581,58.8387,417.5324
18.2470,54.8308,1006.0889,93.5388,446.3115
17.1142,58.9672,1017.0255,88.4565,453.1232
23.6975,56.6986,1009.4103,87.0851,445.0129
28.2625,64.5463,1006.0194,54.2177,442.9678
22.3550,65.3752,1009.7121,64.0476,452.4251
17.6695,61.0223,1016.2579,82.0353,460.0471
20.3723,64.6313,1013.4436,45.4164,460.4237
21.2970,47.2469,1017.5920,57.2720,458.3711
21.4876,56.8417,1015.5257,70.5470,444.4469
18.5117,50.1162,1020.2314,70.2145,462.8939
20.2722,48.0282,1005.5244,84.4778,460.2271
18.5905,68.4947,1014.6576,96.9280,454.0717
14.6731,46.1825,1013.9551,73.4439,462.6950
12.5904,45.2855,1017.6561,62.9096,475.5322
12.2623,47.3690,1008.5430,106.3688,474.3187
28.0062,66.7417,1009.6186,61.1515,421.1492
22.8730,57.4761,1006.0664,70.5504,434.0797
25.2673,65.1996,1012.8298,71.6084,443.7695
29.5706,67.0516,1002.8807,83.4389,428.5399
22.7913,51.0226,1013.0485,62.1466,449.7235
26.3481,62.5547,1007.9596,76.8912,431.8936
18.6218,61.6057,1020.9282,92.0154,463.0045
10.2549,34.6715,1016.6238,87.1614,482.4801
2.0976,23.9653,1019.9088,65.8118,511.9430
20.2409,51.8348,1011.9020,70.8782,457.0956
12.1602,37.7734,1011.5420,91.6172,466.1954
24.3955,60.2362,1018.1287,61.9280,445.2008
26.2678,61.3808,1007.2526,55.5409,441.5172
10.7976,38.8360,1019.1913,75.2090,465.4083
16.6943,46.4637,1017.4426,79.5503,459.2785
9.8166,37.5671,1009.6074,93.9834,474.1097
16.7919,49.3211,1012.7864,68.7456,459.3472
32.8139,74.5270,1011.7107,59.3274,418.8041
19.4912,50.7981,1010.5783,72.3157,451.9590
5.3812,16.9459,1021.8294,77.0639,493.8362
7.8286,48.3263,1017.7810,92.0408,478.6826
6.4528,27.9982,1025.8523,72.3015,490.8322
20.2561,55.8841,1020.0528,77.7011,451.7447
16.2949,51.2036,1005.2908,85.4085,461.0267
36.1306,90.8372,1002.3476,44.8059,415.4858
19.2356,52.6629,1012.6082,91.5093,452.6657
22.1004,57.1612,1013.1411,76.4241,458.2142
11.6256,42.5210,1018.3289,82.3611,476.7454
25.0220,63.5993,1003.8094,82.7358,436.0353
31.8775,66.6315,1005.0881,60.4560,428.7078
20.8471,67.7491,1011.8672,68.1276,443.4428
21.8592,58.1684,1012.0170,62.1001,449.9509
27.2538,60.3254,1013.6134,29.0989,449.2083
27.2278,59.8319,1015.2479,38.7295,440.0325
11.8959,39.2589,1011.9447,62.7847,474.9313
12.8345,38.4587,1015.1051,57.0417,472.1819
23.8170,50.9635,1013.0624,67.8395,456.7561
19.4300,47.1429,1007.2990,71.4867,459.2143
13.7405,57.6286,1015.5379,85.5756,464.2953
9.5254,55.4518,1015.5706,94.0075,472.7049
18.7094,49.3344,1017.2277,76.1700,450.7974
19.7332,58.8055,1027.2692,41.7259,452.2353
21.0613,55.5275,1010.8220,72.3118,442.0965
35.9211,93.2266,1010.8848,67.0507,415.0324
11.6192,44.6442,1019.6114,91.1080,471.5412
23.6261,47.7863,1007.8082,73.7607,447.2948
20.3871,57.7991,1011.7767,90.6296,445.0599
33.1374,82.9389,1016.9893,63.7497,434.7923
21.7463,51.1682,1003.0367,82.2250,450.1977
15.8160,65.2915,1010.7501,86.3410,457.1501
13.2101,47.5857,1011.0607,78.8787,464.9031
13.4645,40.5990,1032.4081,44.0360,478.1279
35.9252,80.3003,1002.4940,79.0380,415.0177
23.7402,57.0473,997.9616,70.6659,440.4887
14.9208,49.3376,1034.2612,92.6555,473.9657
21.2737,62.2301,1011.1032,95.5997,447.9599
22.6595,62.2194,1008.0977,67.2634,445.3076
29.0019,75.2609,1010.0473,43.9026,445.8594
27.9695,59.7697,1004.0221,69.1396,436.9301
22.7426,62.4570,1008.8527,57.5560,453.4252
1.8881,46.3053,1029.7503,109.4221,486.1850
31.2118,74.0473,1007.2337,81.7689,413.8988
18.7190,55.1463,1016.2128,62.6247,456.8377
21.9381,54.9461,1011.7384,57.9923,460.8176
15.8547,59.3803,1017.3212,99.0997,452.1857
10.8867,47.4697,1020.1187,78.6270,468.5655
10.4747,42.4906,1019.1532,103.9736,477.0138
27.1028,62.4549,1003.6384,70.6014,437.0438
31.9826,58.8692,1000.9696,39.7132,438.1125
12.4766,48.3189,1020.1039,76.7171,475.0722
20.4252,50.2638,1013.8833,47.5182,459.7143
13.9360,47.4477,1010.2317,65.7208,469.8868
10.4874,41.2026,1018.9162,87.5235,472.9065
23.1075,59.7215,1002.1902,64.3092,446.6860
18.6727,44.1562,1015.3937,61.9885,463.6118
18.7782,46.1922,1015.5192,73.2727,461.0160
28.5207,49.0695,1008.3899,60.5287,445.4628
16.9436,55.9939,1010.5291,90.7724,450.1590
23.8399,64.7885,995.7056,83.6785,446.9956
24.0232,49.8439,1010.1201,80.6434,448.2550
20.3734,51.7892,1015.3078,63.0560,450.4000
11.3615,57.3783,1014.5602,86.9606,465.6205
21.6583,63.1222,1011.4019,70.0487,450.7623
20.4334,52.6337,1015.7928,62.0423,460.3707
13.3207,49.7476,1015.0551,82.2471,457.2897
14.3743,56.2489,1009.9709,88.2169,467.2289
24.4137,51.2212,1011.7951,82.0585,445.2124
20.9951,55.0234,1011.0920,64.5328,455.2376
26.5053,63.3494,1010.9708,69.0434,443.2623
31.0039,67.6057,1014.2430,73.2380,429.6918
9.1093,32.4306,1015.6672,77.2869,472.4263
27.8930,67.9156,1016.8686,62.5781,438.6787
19.4675,50.6421,1005.4327,79.1566,460.2227
30.0034,65.4809,1011.1216,53.9068,441.9734
29.7817,57.1084,1014.5445,41.4929,442.3235
15.6976,45.5306,1018.6649,72.6485,466.7298
15.0597,53.2394,1014.2554,87.0528,460.0498
11.5527,50.1269,1012.4939,100.6997,466.2908
29.4975,71.3531,1008.9850,59.1083,440.2397
15.8091,48.8647,1011.9188,72.5505,462.2266
24.4143,57.5123,1010.3064,72.9122,435.5563
13.7282,44.7550,1017.6628,70.5231,474.0592
19.2023,52.9948,1014.5439,91.8085,441.5978
13.9198,31.6035,1009.5589,58.4831,462.2741
23.4560,57.8863,1018.2291,44.6899,446.8094
31.5566,71.9523,1011.7301,51.4954,428.1113
21.4997,56.4409,1003.3124,93.9375,448.9750
26.7527,68.8023,1015.1989,67.8078,437.6557
6.9680,36.7314,1024.9523,69.2727,486.8875
7.9570,35.9000,1023.1645,67.9015,475.1504
14.7221,48.4188,1019.9008,75.8453,474.2758
16.7794,48.4830,1027.9668,60.5675,464.3536
17.7329,43.5804,1019.2042,84.7292,459.2997
35.1446,70.2114,1009.2249,47.2362,423.3683
18.5988,58.7467,1011.6590,73.0538,445.9758
20.0219,49.8934,1008.0723,74.4390,455.9719
20.1673,52.6328,1012.6599,67.9009,450.1333
0.5149,18.0045,1021.8057,94.9836,498.6582
20.4644,56.5174,1018.6766,84.3510,446.3310
19.6024,58.8822,1018.2515,63.5534,457.9470
9.4532,45.8684,1018.3296,96.4343,478.3782
9.6353,47.1603,1011.2364,82.2798,474.5196
6.8617,28.7607,1021.1685,90.7549,485.5715
19.2801,68.6534,1006.0677,102.7780,449.3179
17.6547,42.9747,1009.3005,75.9827,456.7629
28.3887,55.1875,1008.5283,55.2744,437.5417
21.9942,60.8886,1024.2296,55.3195,439.5226
22.6117,57.3036,1017.1177,68.7434,448.9169
12.5873,44.0785,1025.7211,75.1531,465.6649
26.4169,67.3540,1011.9130,69.5681,444.1395
27.8683,76.6571,998.9122,64.0927,433.6309
24.9343,50.7908,1008.1668,66.9608,453.5659
9.0253,33.5427,1017.7292,67.2827,483.4816
20.7924,69.0381,1013.2205,88.3900,442.4937
29.3257,84.5804,1019.6717,69.0118,433.6842
24.4474,52.0411,1015.8503,73.9322,448.5199
21.6810,52.6634,1010.5879,52.9654,447.1754
16.8865,39.8088,1011.5927,80.6109,462.5139
31.1879,64.5832,1011.1908,67.7981,429.1196
20.7683,56.7976,1019.1303,64.8512,458.8024
14.0506,49.0146,1028.2724,81.9744,459.9718
25.3218,69.3924,1010.7852,90.4482,442.3170
10.9590,29.9435,1018.7599,86.8455,481.4364
12.5237,43.5233,1015.3481,82.7899,472.1039
16.3592,39.8010,1018.2560,62.3482,465.2039
24.5102,57.3402,1016.7118,43.3754,445.0196
30.2491,57.5351,1004.8510,53.3413,432.4335
22.1322,56.9394,1011.7791,66.9753,453.6185
19.3714,48.5909,1010.4280,72.0742,449.5088
20.6147,73.2523,1015.8767,67.8408,440.2324
8.5063,38.3893,1013.5423,96.3025,472.0105
13.1034,54.7684,1013.8468,95.7721,468.8036
13.0581,50.5824,1011.4779,74.1776,463.1313
21.2996,50.1250,1008.3214,59.5577,459.6104
25.4448,62.5017,1003.3589,56.1436,445.5999
11.5861,44.8571,1021.2503,86.3038,476.9234
5.8588,34.4450,1020.6922,104.4102,475.7866
12.8454,34.0665,1023.0397,62.4317,473.9135
6.6580,26.7058,1013.1213,56.0245,488.2008
24.3903,53.9341,1017.6952,63.7489,447.0027
19.7540,57.3115,1012.8137,71.1032,456.0102
20.1765,67.7555,1016.2532,81.4721,453.0048
11.9952,50.9163,1024.7077,70.2190,480.0705
21.5703,65.7905,1009.1608,62.4857,447.2817
18.2921,48.0750,1019.7024,52.4333,457.5215
16.7426,42.2443,1009.2691,75.1756,466.1653
15.3982,50.6005,1010.9390,72.2249,459.8217
22.9269,49.7506,1018.1243,82.7713,446.9611
16.2724,53.0129,1008.2940,83.2846,468.6014
17.3294,59.3427,1010.1931,98.2178,455.4925
24.9586,66.2315,1009.0368,76.2579,443.9650
9.9442,35.0576,1009.7148,82.0801,474.8168
20.8858,53.1952,1016.0350,66.3587,450.8514
22.1742,64.1733,1009.8904,69.2413,443.5686
23.5890,55.1395,1009.3001,52.4105,455.3725
5.5648,29.9391,1020.2062,91.5928,491.2640
17.2611,64.8169,1011.7644,87.1182,455.9059
8.1143,44.3485,1021.0464,95.5375,477.7300
18.1862,63.5046,1016.5331,96.0716,445.7427
21.2172,55.3019,1007.7985,65.4205,450.5469
21.9006,70.5981,1013.9360,73.1346,451.6077
7.6583,35.1150,1013.9624,90.3528,482.0629
30.9121,69.4715,1012.2882,70.5848,430.6734
31.1911,64.8116,999.8960,68.3060,431.5307
23.7736,61.9820,1013.4340,76.5200,447.4177
23.4853,64.0612,1015.1065,64.6615,441.7939
8.0526,35.3435,1017.7334,78.3251,481.1282
12.8855,39.2042,1019.7682,69.1128,472.3781
8.2455,44.0114,1011.7140,87.3714,481.9288
19.2460,48.0369,1016.7446,77.7785,457.8337
9.0143,42.8868,1015.9707,72.0729,479.6666
16.0191,45.9915,1018.1516,81.0196,464.4704
18.4858,52.7868,1011.5133,60.4786,457.6444
19.5035,46.2055,1005.0460,85.5959,451.6227
25.8863,69.9934,1011.7573,86.5311,434.3281
30.8007,66.6528,1006.1013,58.0597,429.9179
29.7302,69.8320,1008.4712,68.2445,437.0973
19.3268,50.0480,1007.7031,71.5502,459.9118
21.8799,59.8946,1001.9291,79.2953,449.4873
9.7422,42.5664,1020.8313,80.7205,476.5416
11.5649,47.1452,1012.7774,86.1583,469.8672
21.7616,68.9821,1017.1899,81.5114,446.2004
21.1216,66.9057,1011.3209,73.1571,444.2658
26.7314,63.9840,1014.5139,88.2760,436.9248
24.3041,51.3771,1017.0285,79.2462,445.0670
21.0041,57.4489,1009.4404,61.5952,450.2773
21.8330,72.6246,1017.4133,78.6436,448.2827
11.2454,42.2636,1012.1269,87.5646,468.9803
17.9672,47.6259,1008.7944,67.4010,459.7988
21.5133,49.3175,1012.6401,68.8743,439.6996
31.0066,71.7471,1011.1226,53.3972,431.5540
22.2741,54.9760,1010.5423,63.6882,447.2287
32.6061,74.4049,999.1950,54.7460,425.9938
22.8549,63.9482,1018.1684,80.4382,444.5771
19.8042,58.4797,1016.6823,65.6212,447.1957
12.5096,42.2636,1016.3987,96.7567,470.1492
19.8498,65.5085,1016.4904,90.3872,447.3689
29.2457,68.7462,1001.3928,56.7570,436.6017
24.8573,49.9907,1010.9167,65.2245,444.6223
19.4579,63.5331,1007.6958,77.5736,440.7100
13.8762,42.5608,1010.3952,77.2658,471.3168
12.2882,45.9970,1017.1574,98.3852,470.8579
6.5213,37.3455,1018.0953,76.3228,483.4708
21.9620,56.9135,1010.5943,57.5552,449.5394
18.4402,50.0766,1014.8086,68.6229,448.6118
19.2613,48.7462,1016.2765,46.5964,464.0290
15.2333,44.5590,1015.9331,87.0672,472.3906
33.5387,83.2200,1007.0525,53.7333,423.1672
20.4994,50.7357,1008.6802,66.2289,455.2202
22.9046,63.8273,1016.8618,68.3821,446.2688
20.0093,50.2475,1013.1377,57.4496,453.3150
32.3196,72.7935,1003.2076,75.4412,433.1325
16.8301,55.6710,1019.4084,65.1057,452.9853
13.5862,43.0782,1018.6273,85.5720,464.8166
