ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2451422,64905,2451429,101545,9385979,1162184,3189,4456994,9064161,1655792,5609,5885014,700,10,1,16,298,11587855,5,29.75,35.99,24.83,55.80,124.15,148.75,179.95,4.96,0.00,14.35,124.15,129.11,138.50,143.46,-24.60
2452550,42924,2452576,97669,3540016,1682828,5640,1030499,4235588,1812856,4182,3856594,1827,1,6,9,605,34034458,51,21.66,42.02,21.43,1050.09,1092.93,1104.66,2143.02,87.43,0.00,1049.58,1092.93,1180.36,2142.51,2229.94,-11.73
2452637,63336,2452691,17421,8504596,823058,1520,2593229,10282344,1675147,1415,3399877,2535,39,16,17,1491,6690003,84,48.87,63.53,47.64,1334.76,4001.76,4105.08,5336.52,79.23,3121.37,2134.44,880.39,959.62,3014.83,3094.06,-3224.69
2452157,67454,2452184,42713,1491989,125214,4039,1581711,10598496,490436,1033,3357105,1777,15,4,5,1459,24017696,22,86.18,216.31,47.58,3712.06,1046.76,1895.96,4758.82,11.72,879.27,47.52,167.49,179.21,215.01,226.73,-1728.47
2451162,20233,2451229,283106,2872626,819727,4428,3242282,136320,1279419,2338,5563039,529,49,10,16,455,39595158,1,35.90,100.87,9.07,91.80,9.07,35.90,100.87,0.27,0.00,22.19,9.07,9.34,31.26,31.53,-26.83
2450856,29555,2450975,197503,6323039,124450,7014,5730025,7802320,1773545,3764,3283575,2440,25,8,15,1335,36662430,92,66.07,134.12,67.06,6169.52,6169.52,6078.44,12339.04,246.78,0.00,4811.60,6169.52,6416.30,10981.12,11227.90,91.08
2452087,14431,2452164,231391,8453540,764326,6759,1266345,1216804,1035402,4750,5855536,2347,27,16,7,938,45702031,29,33.66,81.12,12.97,1976.35,376.13,976.14,2352.48,22.56,0.00,93.96,376.13,398.69,470.09,492.65,-600.01
2451740,63639,2451762,40445,2400205,155509,4413,4932870,5600440,62996,1182,3621286,1375,41,20,6,972,30289665,12,77.65,201.11,80.44,1448.04,965.28,931.80,2413.32,77.22,0.00,1206.60,965.28,1042.50,2171.88,2249.10,33.48
2452216,56779,2452220,32901,6982217,1286304,6391,656078,6071288,86681,1139,5704873,1407,11,8,20,792,3053996,67,87.41,244.74,137.05,7215.23,9182.35,5856.47,16397.58,0.00,0.00,163.48,9182.35,9182.35,9345.83,9345.83,3325.88
2452318,66658,2452388,200070,6672769,1135084,6552,3725667,4903673,865323,965,4140433,765,49,11,5,739,28708709,86,96.29,120.36,16.85,8901.86,1449.10,8280.94,10350.96,57.96,0.00,2380.48,1449.10,1507.06,3829.58,3887.54,-6831.84
2451973,8635,2452062,189797,5661967,1428855,190,4271078,5661967,1428855,190,4271078,2289,7,15,20,1465,31722146,53,93.20,260.02,135.21,6614.93,7166.13,4939.60,13781.06,429.96,0.00,3031.60,7166.13,7596.09,10197.73,10627.69,2226.53
2451372,51115,2451373,201091,6642588,777881,1527,1759220,7023994,133681,652,3592298,128,31,18,11,644,1605416,10,14.39,22.88,3.66,192.20,36.60,143.90,228.80,0.06,30.01,18.30,6.59,6.65,24.89,24.95,-137.31
2452419,61685,2452427,109453,11339169,1612208,1600,98639,8919270,504331,1662,5455501,2751,37,16,13,503,22660616,29,57.18,97.77,58.66,1134.19,1701.14,1658.22,2835.33,102.06,0.00,878.70,1701.14,1803.20,2579.84,2681.90,42.92
2451367,3901,2451369,248887,8770133,481736,892,5990448,10297664,1396385,1610,1939966,1490,28,15,16,337,35356312,81,43.57,124.17,80.71,3520.26,6537.51,3529.17,10057.77,36.61,2876.50,3218.13,3661.01,3697.62,6879.14,6915.75,131.84
2451501,32399,2451587,164791,7633164,1628000,5236,5839272,5985543,1891069,3780,3447416,193,16,18,15,52,42593749,33,58.12,89.50,33.11,1860.87,1092.63,1917.96,2953.50,98.33,0.00,442.86,1092.63,1190.96,1535.49,1633.82,-825.33
2452013,35420,2452036,266143,6385039,1323643,647,2092051,3125813,25780,7063,368067,1435,19,6,17,701,50992408,76,56.98,63.81,22.97,3103.84,1745.72,4330.48,4849.56,34.91,0.00,193.80,1745.72,1780.63,1939.52,1974.43,-2584.76
2451892,81875,2451972,213175,4079382,1915395,2608,568221,8791187,178383,7013,4403026,1969,50,14,12,1263,25045409,85,19.14,37.51,14.62,1945.65,1242.70,1626.90,3188.35,24.85,0.00,732.70,1242.70,1267.55,1975.40,2000.25,-384.20
2451844,68149,2451871,69127,2051831,1705601,2218,383988,3198396,2434,145,4332315,1961,25,8,18,308,7921325,85,55.25,160.22,136.18,2043.40,11575.30,4696.25,13618.70,463.01,0.00,5719.65,11575.30,12038.31,17294.95,17757.96,6879.05
2452532,64166,2452543,275166,4222860,1268227,1147,5938514,7250516,1160505,5368,4053935,1548,15,16,17,218,22947623,48,46.79,116.03,88.18,1336.80,4232.64,2245.92,5569.44,41.48,2158.64,723.84,2074.00,2115.48,2797.84,2839.32,-171.92
2452191,44964,2452280,112767,9667925,656092,4612,1869132,10008207,499639,1092,159212,1823,27,18,11,284,38190403,73,27.98,30.49,13.41,1246.84,978.93,2042.54,2225.77,88.10,0.00,378.14,978.93,1067.03,1357.07,1445.17,-1063.61
2451678,69349,2451785,247253,643517,1165706,5495,2522084,643517,1165706,5495,2522084,125,23,13,8,176,52242762,99,90.81,184.34,44.24,13869.90,4379.76,8990.19,18249.66,0.00,0.00,8212.05,4379.76,4379.76,12591.81,12591.81,-4610.43
2451890,66111,2451934,228793,2630261,472080,4652,4709671,3306522,247784,7034,4342806,1313,38,1,13,305,12386446,37,20.88,31.52,2.52,1073.00,93.24,772.56,1166.24,3.45,24.24,431.42,69.00,72.45,500.42,503.87,-703.56
2452254,47557,2452352,29093,9869755,196667,6779,2016091,8198188,1430579,6780,4060892,687,13,1,13,1005,43999575,45,95.08,247.20,165.62,3671.10,7452.90,4278.60,11124.00,223.58,0.00,556.20,7452.90,7676.48,8009.10,8232.68,3174.30
2451763,41694,2451882,50207,9266596,1244384,1725,1064313,2975501,255035,6477,5955818,2063,38,8,16,937,53276318,75,83.64,168.95,60.82,8109.75,4561.50,6273.00,12671.25,0.00,0.00,3801.00,4561.50,4561.50,8362.50,8362.50,-1711.50
2451403,45088,2451412,142568,1439380,1172961,5389,5062970,1383186,121119,3360,5550188,1450,44,20,4,801,41896868,21,37.46,45.70,23.76,460.74,498.96,786.66,959.70,39.91,0.00,393.33,498.96,538.87,892.29,932.20,-287.70
2451051,15026,2451168,282625,1493632,1648779,1526,2741473,7608381,1652541,2561,5888908,1291,8,12,8,991,51433372,74,96.36,172.48,143.15,2170.42,10593.10,7130.64,12763.52,423.72,0.00,2169.68,10593.10,11016.82,12762.78,13186.50,3462.46
2451060,56018,2451100,172696,4283936,1248075,5014,525953,8476811,1499412,2817,998956,956,52,7,4,128,52332642,25,59.25,157.01,62.80,2355.25,1570.00,1481.25,3925.25,109.90,0.00,549.50,1570.00,1679.90,2119.50,2229.40,88.75
2451348,26773,2451384,206860,4217129,491640,2951,132662,4217129,491640,2951,132662,88,4,8,3,698,33492571,52,23.72,56.92,54.64,118.56,2841.28,1233.44,2959.84,56.82,0.00,473.20,2841.28,2898.10,3314.48,3371.30,1607.84
2451220,33016,2451262,39001,473484,1062302,3920,771138,473484,1062302,3920,771138,274,26,17,10,43,26152269,74,93.05,194.47,124.46,5180.74,9210.04,6885.70,14390.78,552.60,0.00,431.42,9210.04,9762.64,9641.46,10194.06,2324.34
2451277,44799,2451357,96400,2208839,241297,6108,5097766,2208839,241297,6108,5097766,268,4,14,7,620,32380413,79,99.46,205.88,4.11,15939.83,324.69,7857.34,16264.52,29.22,0.00,5854.69,324.69,353.91,6179.38,6208.60,-7532.65
2451194,66002,2451208,268550,3473119,669378,484,3833190,3854106,1678906,2861,2657520,1369,4,14,5,1216,6170140,87,10.25,28.29,27.72,49.59,2411.64,891.75,2461.23,48.23,0.00,615.09,2411.64,2459.87,3026.73,3074.96,1519.89
2451897,32247,2451963,136826,9128589,1063987,1785,393183,1071427,1411030,2930,3262328,1933,14,14,14,354,29333592,7,59.30,177.90,124.53,373.59,871.71,415.10,1245.30,61.01,0.00,298.83,871.71,932.72,1170.54,1231.55,456.61
2452275,71989,2452290,252435,9286590,1713951,6112,5521473,4729865,880849,1956,501317,2979,17,17,14,184,53457945,41,74.54,94.66,28.39,2717.07,1163.99,3056.14,3881.06,0.00,128.03,1552.26,1035.96,1035.96,2588.22,2588.22,-2020.18
2451635,66811,2451735,41549,4591008,374272,736,2649600,608970,1236140,4639,1028350,2579,32,12,13,494,48934637,37,32.63,53.51,49.76,138.75,1841.12,1207.31,1979.87,73.64,0.00,237.54,1841.12,1914.76,2078.66,2152.30,633.81
2451536,68000,2451601,215764,10227757,186249,6694,4336386,10227757,186249,6694,4336386,1603,20,8,1,381,20161739,2,47.17,75.00,48.00,54.00,96.00,94.34,150.00,2.95,53.76,69.00,42.24,45.19,111.24,114.19,-52.10
2451892,74212,2451922,245639,1013578,1841689,6600,2520758,2633055,992862,738,2702449,2117,32,14,15,469,14927416,91,17.74,47.01,6.58,3679.13,598.78,1614.34,4277.91,47.90,0.00,513.24,598.78,646.68,1112.02,1159.92,-1015.56
2452256,55553,2452362,138641,7010457,482550,6643,4248336,7404186,39601,615,565508,1281,3,16,17,58,18000576,75,89.98,252.84,197.21,4172.25,14790.75,6748.50,18963.00,1183.26,0.00,1706.25,14790.75,15974.01,16497.00,17680.26,8042.25
2450857,33328,2450913,181249,11012496,701088,6480,997025,262590,1047913,401,954593,1177,37,1,7,73,46186623,60,62.92,71.09,60.42,640.20,3625.20,3775.20,4265.40,181.26,0.00,1535.40,3625.20,3806.46,5160.60,5341.86,-150.00
2451996,62374,2452019,49345,9379360,450702,4797,538539,2317777,1714589,2071,1611366,1925,31,15,1,427,11253678,99,11.08,15.73,15.25,47.52,1509.75,1096.92,1557.27,60.39,0.00,264.33,1509.75,1570.14,1774.08,1834.47,412.83
2451544,45426,2451652,214460,3188794,1172752,3557,2170362,2277059,813529,6777,123982,2134,52,4,12,360,59957465,67,42.15,43.83,14.02,1997.27,939.34,2824.05,2936.61,28.18,0.00,28.81,939.34,967.52,968.15,996.33,-1884.71
2451153,68945,2451238,92137,9482617,727242,2267,2320139,9092176,1901236,5661,4942286,494,31,18,3,628,34674731,62,62.65,78.31,27.40,3156.42,1698.80,3884.30,4855.22,0.00,934.34,1407.40,764.46,764.46,2171.86,2171.86,-3119.84
2452148,56357,2452213,155287,4423976,1258099,5022,110345,8219794,214727,4267,875190,887,1,4,17,1437,28028664,66,11.74,35.10,34.39,46.86,2269.74,774.84,2316.60,158.88,0.00,92.40,2269.74,2428.62,2362.14,2521.02,1494.90
2452597,32492,2452663,289243,6352712,1875328,7097,2888466,5009377,1399190,2973,4441589,1099,18,4,1,798,53631273,36,27.32,40.43,31.93,306.00,1149.48,983.52,1455.48,80.46,0.00,407.52,1149.48,1229.94,1557.00,1637.46,165.96
2450957,29176,2451019,90818,1294806,270409,59,3011309,11292322,1646221,4965,5644215,1228,14,11,9,47,512184,66,64.64,113.12,62.21,3360.06,4105.86,4266.24,7465.92,0.00,4105.86,3433.98,0.00,0.00,3433.98,3433.98,-4266.24
2450876,66502,2450993,32762,1167614,341922,7077,3293385,1167614,341922,7077,3293385,1738,7,10,20,310,45383603,11,4.59,6.15,5.35,8.80,58.85,50.49,67.65,4.11,0.00,29.70,58.85,62.96,88.55,92.66,8.36
2450914,69341,2450976,261373,9787308,1839625,6342,987459,11042714,117643,2010,1254327,292,4,19,8,344,1397987,50,4.84,10.06,9.05,50.50,452.50,242.00,503.00,5.24,321.27,226.00,131.23,136.47,357.23,362.47,-110.77
2452509,17765,2452525,75841,11849381,1410227,3426,615472,6242697,1492645,6363,3464809,757,51,9,14,359,59851609,100,75.59,88.44,80.48,796.00,8048.00,7559.00,8844.00,173.83,5150.72,4068.00,2897.28,3071.11,6965.28,7139.11,-4661.72
2452148,28206,2452158,287461,6921822,1396579,3336,5146893,1826880,1469650,317,1296674,1255,7,1,4,254,30756772,46,90.04,208.89,4.17,9417.12,191.82,4141.84,9608.94,9.59,0.00,4708.10,191.82,201.41,4899.92,4909.51,-3950.02
2451141,7024,2451150,247348,9066237,169964,4891,3838218,7216532,1814670,4599,4867526,254,37,20,6,712,14850665,64,28.27,55.12,19.84,2257.92,1269.76,1809.28,3527.68,61.58,38.09,775.68,1231.67,1293.25,2007.35,2068.93,-577.61
2451040,74605,2451135,146618,771626,226378,1130,2536682,8595839,1169339,585,373737,2467,2,15,19,1336,58010988,62,65.11,190.77,89.66,6268.82,5558.92,4036.82,11827.74,55.58,0.00,4849.02,5558.92,5614.50,10407.94,10463.52,1522.10
2450899,36623,2451000,104569,3873825,369770,6162,1952954,4292050,367020,3636,3736028,556,25,8,6,557,19390722,75,29.90,57.70,27.69,2250.75,2076.75,2242.50,4327.50,166.14,0.00,2120.25,2076.75,2242.89,4197.00,4363.14,-165.75
2451113,43307,2451184,69656,1469747,768028,6309,5683790,1469747,768028,6309,5683790,388,32,4,5,186,17024556,17,10.19,22.11,10.39,199.24,176.63,173.23,375.87,15.89,0.00,48.79,176.63,192.52,225.42,241.31,3.40
2452598,59595,2452603,72813,7408118,718339,5007,1457275,7408118,718339,5007,1457275,624,42,4,10,36,47953892,98,25.13,34.42,33.38,101.92,3271.24,2462.74,3373.16,228.98,0.00,1416.10,3271.24,3500.22,4687.34,4916.32,808.50
2451898,81357,2451902,205099,3609250,1705538,6179,3488067,10673084,925123,4131,4638019,2558,49,15,16,697,9163729,30,16.55,30.12,23.49,198.90,704.70,496.50,903.60,7.04,0.00,316.20,704.70,711.74,1020.90,1027.94,208.20
2451730,76628,2451803,156247,166532,1204452,2019,5933986,3504939,1898554,6593,3968160,1861,43,16,12,521,24546973,45,97.77,241.49,120.74,5433.75,5433.30,4399.65,10867.05,0.00,0.00,2281.95,5433.30,5433.30,7715.25,7715.25,1033.65
2451130,80008,2451159,47563,8107494,847286,5125,5850164,1713665,1797725,4481,151920,2743,37,10,19,448,7592222,7,54.06,91.36,58.47,230.23,409.29,378.42,639.52,2.21,372.45,147.07,36.84,39.05,183.91,186.12,-341.58
2451399,15733,2451491,247501,9513487,1844187,6087,4939987,9627221,924775,2040,5358340,1330,40,13,13,1053,17741705,53,18.77,22.71,12.03,566.04,637.59,994.81,1203.63,19.12,0.00,505.09,637.59,656.71,1142.68,1161.80,-357.22
2451022,34339,2451030,25906,4998845,1841521,6950,4383226,5443456,1662386,2007,1906636,1780,25,2,1,460,57897330,63,86.86,216.28,179.51,2316.51,11309.13,5472.18,13625.64,904.73,0.00,5313.42,11309.13,12213.86,16622.55,17527.28,5836.95
2452234,4993,2452298,269569,10389231,1795279,974,3816622,5940284,1421068,1613,1225261,105,29,16,1,986,41445528,24,84.57,156.45,118.90,901.20,2853.60,2029.68,3754.80,228.28,0.00,750.96,2853.60,3081.88,3604.56,3832.84,823.92
2452212,51762,2452286,78795,11397686,232771,6256,3465341,539474,1481966,1443,4372528,1507,41,6,12,1458,57036619,23,5.03,14.63,11.55,70.84,265.65,115.69,336.49,21.25,0.00,110.86,265.65,286.90,376.51,397.76,149.96
2451144,61638,2451211,136927,3558209,410817,5025,672833,7264790,1127836,610,3342018,364,49,2,15,708,42080057,2,39.10,92.27,78.42,27.70,156.84,78.20,184.54,3.13,0.00,57.20,156.84,159.97,214.04,217.17,78.64
2451136,63487,2451174,98164,5013416,1278900,1537,5498574,7056618,883367,5332,1801216,448,40,9,11,693,5212123,95,92.95,259.33,44.08,20448.75,4187.60,8830.25,24636.35,140.70,2428.80,2216.35,1758.80,1899.50,3975.15,4115.85,-7071.45
2451219,23362,2451288,33280,7726035,1218384,6733,4727082,5665356,1123910,4576,2212125,2419,14,2,15,201,5238053,47,10.57,29.27,12.58,784.43,591.26,496.79,1375.69,41.38,0.00,150.87,591.26,632.64,742.13,783.51,94.47
2452424,65869,2452437,76992,3779216,148569,5922,1614028,10518090,1445493,3240,554993,2883,42,5,10,755,43584971,90,89.09,175.50,163.21,1106.10,14688.90,8018.10,15795.00,1322.00,0.00,2527.20,14688.90,16010.90,17216.10,18538.10,6670.80
2451959,58974,2452028,150529,8063753,1220405,704,939403,5430695,574702,4300,4751799,2797,3,5,18,611,1782869,44,52.04,135.82,119.52,717.20,5258.88,2289.76,5976.08,39.96,1262.13,59.40,3996.75,4036.71,4056.15,4096.11,1706.99
2452492,46465,2452586,215844,476546,586122,5651,5190780,5261535,57743,4661,5132190,2427,12,10,11,299,6140173,5,49.55,132.79,114.19,93.00,570.95,247.75,663.95,0.00,0.00,272.20,570.95,570.95,843.15,843.15,323.20
2451828,62471,2451846,200858,3555714,95890,1666,4401395,11095141,384725,676,1356852,1829,35,4,15,6,10969857,2,88.67,223.44,149.70,147.48,299.40,177.34,446.88,0.00,0.00,174.28,299.40,299.40,473.68,473.68,122.06
2451031,51888,2451114,7384,11562304,904329,7154,610332,11562304,904329,7154,610332,2804,8,19,17,395,56070943,88,54.07,72.45,40.57,2805.44,3570.16,4758.16,6375.60,214.20,0.00,318.56,3570.16,3784.36,3888.72,4102.92,-1188.00
2451700,63934,2451789,259805,224414,1230335,1856,750977,4622141,1416316,5540,1453061,2629,44,8,8,688,23040487,16,8.00,18.96,16.30,42.56,260.80,128.00,303.36,13.04,0.00,66.72,260.80,273.84,327.52,340.56,132.80
2451477,37312,2451486,130294,2758088,1471616,5144,5344719,2240997,1089947,6903,2965678,350,22,12,7,775,55065156,85,26.71,61.70,40.10,1836.00,3408.50,2270.35,5244.50,68.17,0.00,1520.65,3408.50,3476.67,4929.15,4997.32,1138.15
2452482,38338,2452579,151483,10025912,1470438,5811,3453537,9897152,1842131,5609,4346135,1819,15,2,18,554,51996387,16,16.80,23.35,12.60,172.00,201.60,268.80,373.60,14.11,0.00,156.80,201.60,215.71,358.40,372.51,-67.20
2451338,70951,2451429,66116,8889482,1890175,2068,2629961,2060346,919425,4040,1767580,2080,20,15,2,989,14835024,90,2.45,4.58,2.33,202.50,209.70,220.50,412.20,14.67,0.00,201.60,209.70,224.37,411.30,425.97,-10.80
2452046,31637,2452135,153109,5681380,1548007,681,4488555,11116835,1860858,2577,4209651,1951,27,11,15,279,16235431,68,86.54,149.71,148.21,102.00,10078.28,5884.72,10180.28,604.69,0.00,3155.88,10078.28,10682.97,13234.16,13838.85,4193.56
2452601,37286,2452666,241110,3824305,1448980,3702,5695577,1492981,1788699,2049,1846371,79,43,3,1,1146,50651005,2,2.53,4.70,3.00,3.40,6.00,5.06,9.40,0.48,0.00,1.68,6.00,6.48,7.68,8.16,0.94
2452081,59874,2452192,235451,7910165,1768438,5111,5716184,7443064,1799036,6556,5307229,457,9,14,3,219,56940383,32,1.68,3.59,1.43,69.12,45.76,53.76,114.88,3.11,6.86,52.80,38.90,42.01,91.70,94.81,-14.86
2451202,56921,2451207,24950,1863740,734896,899,1068502,1386584,1223867,1711,5319714,2044,4,12,3,154,40800536,85,59.86,104.75,71.23,2849.20,6054.55,5088.10,8903.75,423.81,0.00,2849.20,6054.55,6478.36,8903.75,9327.56,966.45
2452631,59589,2452709,237384,5075772,1056889,3606,989523,5294755,842685,4074,4057544,2058,48,19,11,1276,35502903,84,50.55,127.38,94.26,2782.08,7917.84,4246.20,10699.92,0.00,0.00,748.44,7917.84,7917.84,8666.28,8666.28,3671.64
2451381,64480,2451471,109681,6027458,1695986,2467,3056148,7527833,1845280,838,750166,1888,13,20,1,495,21120122,93,12.47,20.32,6.09,1323.39,566.37,1159.71,1889.76,23.10,277.52,679.83,288.85,311.95,968.68,991.78,-870.86
2452528,74815,2452572,105294,114425,494449,2473,2104097,11920623,390272,6216,240640,447,27,8,20,692,41747798,64,21.09,47.87,22.49,1624.32,1439.36,1349.76,3063.68,31.52,388.62,214.40,1050.74,1082.26,1265.14,1296.66,-299.02
2451045,47457,2451124,174082,8272426,1358071,5316,3275761,10603446,724581,6743,97188,1003,14,4,5,26,14412830,12,82.13,179.86,5.39,2093.64,64.68,985.56,2158.32,3.88,0.00,194.16,64.68,68.56,258.84,262.72,-920.88
2452278,51777,2452386,116265,9321858,1629547,1683,3610972,1539610,738998,5239,4684928,2337,37,5,3,368,50799049,17,12.21,30.15,10.55,333.20,179.35,207.57,512.55,10.76,0.00,168.98,179.35,190.11,348.33,359.09,-28.22
2451472,75332,2451512,183865,6185792,767719,4046,4369973,7509774,288215,2954,3948881,1957,25,4,20,696,22767420,49,39.12,91.54,0.91,4440.87,44.59,1916.88,4485.46,2.24,12.48,1614.55,32.11,34.35,1646.66,1648.90,-1884.77
2452260,22950,2452273,200247,6595536,481065,2947,5899676,6595536,481065,2947,5899676,1393,39,3,16,96,44807307,45,44.24,58.83,28.23,1377.00,1270.35,1990.80,2647.35,12.70,0.00,1058.85,1270.35,1283.05,2329.20,2341.90,-720.45
2452129,43698,2452132,288249,1132199,983425,7004,2217783,1132199,983425,7004,2217783,439,31,14,8,695,42349647,59,62.14,141.67,83.58,3427.31,4931.22,3666.26,8358.53,197.24,0.00,3092.19,4931.22,5128.46,8023.41,8220.65,1264.96
2452274,37331,2452367,265551,3965674,226056,4838,1252420,1197294,1101819,3166,1634748,49,39,2,7,919,24659466,54,59.64,91.24,34.67,3054.78,1872.18,3220.56,4926.96,0.00,0.00,1280.88,1872.18,1872.18,3153.06,3153.06,-1348.38
2451522,46515,2451534,214126,11076335,978168,4001,5905387,2109338,704598,4839,2838672,1915,13,14,12,130,27597409,18,99.56,172.23,136.06,651.06,2449.08,1792.08,3100.14,40.16,440.83,92.88,2008.25,2048.41,2101.13,2141.29,216.17
2452496,21298,2452509,88770,7631138,1782812,4439,286866,9156466,1470877,994,2150268,1605,36,17,4,1011,45563568,46,89.82,235.32,94.12,6495.20,4329.52,4131.72,10824.72,43.29,0.00,1840.00,4329.52,4372.81,6169.52,6212.81,197.80
2452588,61022,2452643,42783,1535594,568235,6029,3688270,11276189,1775960,4499,902740,2899,12,17,4,1324,8780615,7,12.21,14.65,6.88,54.39,48.16,85.47,102.55,0.00,0.00,51.24,48.16,48.16,99.40,99.40,-37.31
2451993,61814,2451997,41599,10881751,684357,116,1722275,4222725,874652,2799,1681758,357,51,6,13,693,4668908,83,83.65,189.88,15.19,14499.27,1260.77,6942.95,15760.04,37.82,0.00,7722.32,1260.77,1298.59,8983.09,9020.91,-5682.18
2452195,56200,2452251,6129,7139118,122197,2876,5645955,6937137,1180939,5239,1138718,2365,27,19,7,815,17865438,32,1.64,1.86,0.29,50.24,9.28,52.48,59.52,0.09,0.00,11.20,9.28,9.37,20.48,20.57,-43.20
2451946,25016,2452044,244343,8118599,1301089,1626,397716,7820138,1552671,4386,791676,1059,39,15,1,700,59430153,26,28.25,50.56,38.42,315.64,998.92,734.50,1314.56,19.97,0.00,170.82,998.92,1018.89,1169.74,1189.71,264.42
2452224,62109,2452262,237225,10162131,34431,3084,2951384,8219634,373988,284,3164937,2965,9,11,8,412,43674656,49,91.16,114.86,25.26,4390.40,1237.74,4466.84,5628.14,49.50,0.00,1857.10,1237.74,1287.24,3094.84,3144.34,-3229.10
2452621,49321,2452708,56841,2175754,1775690,1673,1059209,3339195,1262399,4711,4709894,675,1,7,8,89,39907594,57,52.11,108.90,9.80,5648.70,558.60,2970.27,6207.30,12.28,312.81,1303.02,245.79,258.07,1548.81,1561.09,-2724.48
2451678,65290,2451699,269065,7916209,268938,67,5371996,10077757,237184,5383,5979712,2750,5,19,14,442,44080289,67,5.25,7.92,3.72,281.40,249.24,351.75,530.64,0.00,0.00,10.05,249.24,249.24,259.29,259.29,-102.51
2452192,41348,2452288,61989,3738064,1795056,3695,27534,6760042,1482963,1004,1424396,1973,37,20,13,1313,53182634,47,85.15,198.39,17.85,8485.38,838.95,4002.05,9324.33,36.24,436.25,3636.39,402.70,438.94,4039.09,4075.33,-3599.35
2452607,45594,2452666,16491,7178618,1227574,3283,894192,7178618,1227574,3283,894192,133,42,6,19,145,36877801,55,27.96,32.43,31.45,53.90,1729.75,1537.80,1783.65,138.38,0.00,427.90,1729.75,1868.13,2157.65,2296.03,191.95
2451545,64555,2451592,63910,4704532,47683,434,4430432,11317051,797231,6732,237083,1274,32,8,20,945,39271549,90,31.49,84.39,21.94,5620.50,1974.60,2834.10,7595.10,157.96,0.00,227.70,1974.60,2132.56,2202.30,2360.26,-859.50
2451518,82697,2451617,145270,9787588,521452,2163,3394427,6629436,891235,4019,5558683,760,1,11,19,654,59229016,14,71.69,102.51,2.05,1406.44,28.70,1003.66,1435.14,1.72,0.00,602.70,28.70,30.42,631.40,633.12,-974.96
2452588,59834,2452653,177427,11324990,227024,3811,594198,4458205,668373,1006,2458593,1863,1,19,9,179,2327806,86,15.86,32.19,29.93,194.36,2573.98,1363.96,2768.34,102.95,0.00,137.60,2573.98,2676.93,2711.58,2814.53,1210.02
2452599,48571,2452693,139813,7776865,866020,1928,5404683,2708872,301531,1301,4586009,1009,43,11,14,884,40490172,55,44.44,119.09,32.15,4781.70,1768.25,2444.20,6549.95,106.09,0.00,916.85,1768.25,1874.34,2685.10,2791.19,-675.95
2451089,61103,2451129,64036,11599186,220584,1535,5311286,9767810,189706,4633,2583184,2668,10,6,18,497,46184253,3,62.37,91.06,53.72,112.02,161.16,187.11,273.18,3.22,0.00,68.28,161.16,164.38,229.44,232.66,-25.95
2451704,62245,2451796,291427,5428215,160202,189,2517329,8784562,1789590,2090,1947677,2963,37,16,3,130,47009621,4,93.92,266.73,232.05,138.72,928.20,375.68,1066.92,9.28,0.00,21.32,928.20,937.48,949.52,958.80,552.52
2451145,60607,2451200,96643,2887688,502534,580,2464226,646267,429207,2811,3383257,968,28,19,6,1233,42396840,20,15.50,25.57,14.31,225.20,286.20,310.00,511.40,17.17,0.00,15.20,286.20,303.37,301.40,318.57,-23.80
2451376,70432,2451390,279914,1560591,1595755,2566,1389730,5446720,1828807,6516,817680,1808,4,6,3,1027,57898682,92,78.50,186.04,98.60,8044.48,9071.20,7222.00,17115.68,544.27,0.00,0.00,9071.20,9615.47,9071.20,9615.47,1849.20
2451805,71310,2451806,58268,8200141,1247687,2880,333273,10383885,1454007,6852,1671998,2459,32,4,14,931,9368495,2,51.11,116.01,102.08,27.86,204.16,102.22,232.02,14.29,0.00,25.52,204.16,218.45,229.68,243.97,101.94
2451948,31447,2451978,220409,1920820,1823364,4308,2000452,4026637,998922,1684,106628,2293,37,9,7,1478,27334867,25,29.65,29.65,20.45,230.00,511.25,741.25,741.25,25.56,0.00,266.75,511.25,536.81,778.00,803.56,-230.00
2452473,65107,2452505,53526,1240213,1298270,5927,2787184,6065118,583664,4555,4849812,1041,13,12,1,1443,18127212,73,36.76,87.48,26.24,4470.52,1915.52,2683.48,6386.04,0.00,0.00,254.77,1915.52,1915.52,2170.29,2170.29,-767.96
2451572,33262,2451576,208361,6791911,348145,6779,2285060,11236584,344558,962,448043,2834,19,10,3,149,4075322,18,98.40,214.51,130.85,1505.88,2355.30,1771.20,3861.18,47.10,0.00,810.72,2355.30,2402.40,3166.02,3213.12,584.10
