x,y
81.82,457.32
73.89,468.36
65.62,465.82
71.91,443.78
68.34,443.66
62.09,456.28
85.97,463.51
57.63,473.88
77.71,459.01
77.74,449.33
79.18,453.19
75.01,434.01
75.28,467.81
90.95,481.03
87.48,448.37
87.32,438.62
84.83,471.99
67.5,444.13
65.28,447.36
87.76,467.18
80.64,438.0
72.26,439.46
78.16,468.45
83.33,442.13
85.37,432.52
72.39,487.3
74.2,475.13
75.42,467.87
73.06,457.88
68.28,433.24
73.9,455.42
59.1,441.16
95.19,469.3
68.36,460.46
82.12,445.91
82.22,464.25
58.78,435.39
74.8,463.62
87.13,453.94
90.26,484.22
44.21,464.55
78.17,434.12
64.89,458.36
40.32,466.69
86.14,460.66
76.69,442.37
57.06,452.03
74.55,477.76
79.23,458.73
82.98,440.28
70.64,433.39
28.16,427.98
75.03,467.89
69.14,437.38
71.06,433.29
82.54,469.23
97.5,474.09
68.02,448.5
67.13,433.24
84.36,436.89
71.21,486.3
77.56,457.1
82.47,455.69
78.56,441.33
77.83,437.26
78.06,464.17
75.17,443.87
34.32,427.65
73.46,478.19
54.59,430.75
74.86,431.77
91.57,437.98
42.83,433.07
70.31,454.36
86.29,449.23
77.31,456.56
57.9,446.77
96.2,478.45
55.51,443.44
69.7,463.71
57.95,441.73
94.01,484.64
89.41,471.13
65.24,446.4
66.61,439.94
61.75,462.4
74.47,450.55
74.58,440.67
69.54,442.28
68.53,432.11
75.49,469.9
58.69,456.04
59.33,437.65
89.24,481.23
93.93,434.47
86.95,469.08
37.02,430.19
66.03,484.45
80.92,444.69
57.73,425.91
42.51,463.99
60.71,479.21
64.06,482.96
91.96,476.09
86.48,431.79
100.13,465.63
83.84,464.03
56.88,444.83
50.34,431.25
72.46,443.78
80.8,479.78
83.82,440.44
85.51,463.99
68.0,468.75
86.05,449.22
42.47,437.35
87.2,439.39
53.38,434.89
62.39,435.74
72.08,435.66
80.51,480.62
89.23,486.36
64.02,439.44
80.52,465.5
56.15,446.34
66.13,432.89
87.56,443.43
68.55,478.37
74.27,460.21
79.4,464.14
58.81,436.23
81.41,440.26
72.08,473.08
72.86,436.07
70.15,442.03
80.05,467.21
56.39,441.31
64.83,462.86
90.93,440.32
98.63,471.6
74.67,489.66
69.96,486.07
44.99,429.32
84.84,448.32
93.39,434.11
51.78,439.66
81.5,482.52
90.91,435.53
67.29,444.36
54.07,429.66
82.06,464.08
65.32,441.37
66.76,427.96
60.26,469.61
72.54,470.41
84.31,486.37
78.03,449.13
34.43,440.09
63.29,475.88
76.02,466.96
81.28,460.0
76.27,478.95
88.44,435.72
88.31,442.75
81.32,482.8
66.25,442.27
53.29,445.54
84.51,476.73
61.02,444.06
69.24,438.96
74.1,435.08
68.78,450.31
72.12,435.04
45.23,452.85
50.21,457.26
95.39,445.12
91.12,454.23
86.17,479.65
75.13,445.32
46.94,440.54
55.4,462.94
90.04,478.34
64.81,440.84
61.0,440.63
48.91,444.03
81.93,479.35
92.81,473.46
48.8,432.11
72.17,460.8
62.77,463.08
66.81,443.66
75.09,463.06
84.85,487.19
47.46,488.02
100.09,451.06
93.75,484.09
84.08,459.46
84.4,459.91
68.23,440.05
88.47,431.35
97.49,488.81
70.05,456.04
83.8,480.58
71.74,431.74
45.87,436.42
81.74,467.5
39.41,468.88
68.14,442.2
47.55,440.28
42.72,434.6
85.35,479.15
81.55,430.57
63.59,434.15
93.31,461.81
84.09,465.6
58.56,452.09
76.75,457.26
72.68,472.51
86.01,451.09
86.59,466.39
50.57,447.3
54.97,447.96
64.8,455.39
90.54,440.46
80.56,469.17
76.48,487.07
99.77,472.64
49.61,434.51
57.93,443.92
86.28,469.92
81.97,482.79
72.99,474.71
81.64,470.35
71.27,446.32
69.06,437.03
47.89,442.6
85.05,451.58
67.4,444.23
69.51,449.04
79.82,443.03
69.32,449.82
75.6,433.81
64.05,432.59
36.59,436.17
71.48,441.01
60.08,448.46
78.11,435.71
90.49,450.24
98.44,466.75
52.17,454.25
36.51,439.45
63.36,463.88
65.38,445.75
85.58,477.54
65.91,457.85
71.89,473.76
67.98,485.57
94.39,478.78
63.08,459.16
92.51,431.68
43.03,471.42
85.12,441.8
55.6,426.52
58.85,455.81
87.11,450.54
66.67,456.64
80.29,421.57
87.06,435.67
63.9,432.89
86.68,474.59
87.02,443.1
83.31,457.99
56.61,449.8
67.48,464.32
76.95,440.56
99.92,452.06
92.1,440.15
64.28,460.18
76.07,449.11
38.27,455.11
68.22,450.07
91.35,448.64
60.9,467.6
44.95,445.27
60.23,434.01
62.34,451.03
58.58,443.68
54.84,450.6
70.7,483.36
75.61,478.1
75.92,454.39
61.87,454.66
85.67,433.95
69.1,483.43
63.18,457.09
45.06,440.62
82.42,481.34
43.33,442.71
82.94,459.59
53.52,470.22
99.22,481.03
93.9,451.42
88.27,450.19
90.55,456.16
79.67,476.28
82.8,471.42
85.08,434.1
76.68,436.61
47.54,449.63
78.48,455.58
77.33,445.34
69.83,479.08
77.16,457.55
67.57,471.32
76.19,436.24
78.58,463.5
59.8,460.76
70.16,435.78
56.62,463.81
71.69,477.18
90.44,465.53
40.9,430.29
65.17,469.02
53.78,444.88
44.37,429.81
52.1,449.82
95.2,468.22
65.73,431.32
87.29,484.98
51.41,433.94
54.92,479.02
75.29,458.49
100.09,452.19
91.44,478.82
100.09,451.24
97.13,450.14
75.43,441.85
88.92,462.96
70.74,467.14
64.08,457.6
50.02,456.81
91.75,476.04
82.4,475.07
84.15,485.18
88.89,451.95
76.12,483.38
47.95,465.2
60.58,468.01
66.69,425.3
65.25,436.67
61.8,453.88
54.79,438.54
73.43,474.79
85.31,476.31
97.22,467.23
90.15,456.25
54.15,438.5
43.16,439.86
87.9,483.16
90.41,475.48
75.91,442.98
96.84,456.2
39.18,433.74
68.37,477.61
62.05,442.02
64.25,434.05
69.19,457.76
89.24,471.3
66.0,464.25
94.78,477.14
69.84,469.79
66.04,438.88
84.22,444.64
85.7,480.83
77.16,437.78
65.03,460.91
70.33,439.52
73.99,428.79
78.13,444.34
87.68,452.67
48.37,465.62
89.64,432.3
71.76,445.0
66.89,449.95
52.54,429.67
94.99,470.91
74.48,441.32
70.07,442.65
86.89,471.8
56.86,434.08
94.54,464.63
71.3,440.98
54.71,449.97
62.26,473.48
60.02,458.46
55.22,460.77
70.72,477.5
68.59,448.82
56.86,451.39
87.1,456.36
69.31,465.42
83.57,470.76
51.95,430.91
95.08,484.03
79.28,435.41
80.43,467.33
68.99,436.7
79.45,443.23
38.48,438.84
77.47,435.03
70.11,479.08
28.81,464.38
66.07,431.7
67.6,439.12
55.31,467.67
41.7,438.12
75.48,473.97
99.32,461.36
70.98,436.94
53.45,433.01
78.64,448.86
77.8,438.99
90.23,452.5
55.11,469.37
51.9,438.87
65.65,449.98
68.58,440.92
78.35,434.76
89.55,443.31
92.83,483.01
65.23,470.49
74.24,462.52
81.01,486.7
75.41,467.48
96.02,465.23
61.26,459.63
75.8,442.58
48.13,442.94
79.11,446.02
62.57,468.14
64.69,442.28
86.73,484.13
75.04,442.08
75.9,473.09
70.88,456.8
79.04,464.56
75.85,485.24
73.7,449.54
80.67,488.32
85.9,465.58
91.05,442.73
77.3,433.21
67.34,470.49
70.16,458.75
76.34,445.31
90.11,444.19
79.61,465.14
89.66,450.81
92.46,487.8
83.83,460.54
92.72,472.72
51.16,459.12
82.01,459.69
61.71,481.61
84.81,471.26
83.21,450.22
71.61,476.83
100.09,451.41
84.98,460.75
81.58,438.6
52.8,446.92
79.88,445.87
77.34,462.28
79.24,462.38
89.04,478.27
53.52,441.37
89.5,484.51
96.42,440.03
81.14,430.44
84.34,489.04
61.25,436.03
42.93,434.83
52.6,438.6
49.28,438.49
70.82,438.25
80.61,434.54
69.26,466.06
66.68,446.79
69.49,466.66
56.15,442.89
61.87,452.32
91.12,462.64
67.56,446.3
45.85,429.31
79.33,436.33
57.44,447.04
75.22,463.86
70.91,453.27
61.8,473.45
82.0,456.49
78.24,428.62
69.84,464.44
45.56,468.19
72.13,454.36
64.0,432.84
94.74,465.0
91.25,431.19
55.57,439.72
75.68,439.32
70.65,470.48
88.9,450.26
71.81,449.09
74.59,483.11
77.17,438.42
91.22,457.74
75.07,448.13
59.15,439.86
95.4,469.51
71.43,432.65
52.61,426.13
90.03,456.91
73.47,446.64
94.06,468.19
79.27,474.71
77.01,465.7
46.95,434.32
68.9,471.92
68.19,469.6
82.17,465.24
76.33,454.47
63.78,433.62
74.46,463.1
77.37,466.89
45.1,441.62
74.27,470.71
78.91,439.6
71.5,432.45
50.29,433.47
58.62,457.45
57.17,426.93
68.96,434.56
52.55,489.45
67.56,433.45
73.13,474.93
83.28,462.42
69.19,463.83
82.45,435.38
45.78,441.6
67.36,427.06
60.33,447.25
87.41,458.96
51.91,428.89
77.87,485.3
72.14,443.04
74.29,482.55
91.8,478.48
60.66,437.71
92.96,469.13
92.87,440.8
81.33,471.16
57.12,433.59
43.15,432.07
48.22,444.19
84.7,438.29
62.74,434.03
48.86,445.73
42.16,425.75
35.1,436.64
95.45,464.56
78.93,447.07
76.44,441.23
85.17,487.09
77.22,445.32
67.24,440.22
62.89,464.27
95.11,454.18
96.88,484.71
72.16,439.49
88.25,441.93
62.21,445.46
36.85,429.29
75.99,443.75
81.19,463.06
77.19,479.69
73.36,474.36
74.5,437.31
89.83,472.47
85.34,476.02
64.86,434.5
56.85,448.55
44.84,452.84
77.28,462.2
91.35,437.7
89.72,469.34
67.46,452.31
80.84,447.67
75.58,430.32
69.95,444.57
51.93,432.24
74.57,445.41
89.15,435.85
70.67,447.96
67.08,434.11
72.58,479.06
57.73,444.63
86.37,459.19
60.34,450.22
64.28,444.99
48.88,463.02
73.43,462.25
85.67,476.99
86.8,483.88
64.66,468.41
46.52,444.01
44.96,441.51
72.94,459.75
84.83,449.74
78.48,452.77
75.16,448.21
85.74,452.31
48.84,467.54
45.33,439.11
55.55,446.97
61.48,447.85
57.63,444.55
71.35,430.09
97.55,473.51
68.85,447.57
65.49,428.44
74.86,453.92
65.08,477.03
83.13,461.06
61.7,443.5
89.5,467.22
73.66,478.81
54.3,428.68
73.01,475.36
55.82,448.01
64.7,458.26
52.6,433.88
92.55,472.15
94.48,476.03
57.64,491.4
89.21,449.65
87.11,448.01
83.85,468.35
88.22,448.88
81.05,438.73
90.02,444.69
55.86,430.14
70.99,462.54
73.89,466.75
81.19,467.43
84.55,439.77
66.58,436.01
75.45,441.74
65.41,446.76
86.83,473.66
89.05,448.6
45.4,446.54
66.94,457.17
61.97,437.11
46.83,449.01
78.85,485.87
88.26,432.78
87.65,449.32
70.18,460.19
81.87,457.98
60.42,439.03
49.99,432.62
78.13,463.6
72.21,459.06
81.5,433.31
87.45,467.2
78.13,474.01
83.58,462.53
97.47,469.92
95.98,446.75
78.91,480.87
66.75,482.16
69.27,474.18
95.3,467.81
91.95,469.81
49.27,432.0
86.02,461.99
47.25,444.06
57.77,450.89
63.32,441.4
61.67,435.96
74.73,468.43
86.63,476.27
78.84,438.08
74.5,436.89
73.11,443.17
56.85,475.85
76.18,441.48
68.8,427.01
91.97,457.54
75.29,434.16
53.37,446.58
72.0,464.16
67.57,462.54
78.41,461.33
86.85,448.84
87.94,442.79
52.81,430.85
48.77,438.77
77.4,479.44
78.29,463.86
94.28,485.43
58.29,432.34
91.07,443.76
46.45,435.28
100.07,473.66
45.3,436.69
78.2,449.26
82.17,443.31
76.13,432.93
82.35,455.63
85.99,445.31
93.86,484.42
74.53,438.62
92.31,484.32
52.41,439.77
55.77,441.97
76.74,454.21
60.19,479.23
79.88,447.16
72.4,455.21
74.38,467.54
39.04,434.01
41.31,427.42
77.61,487.72
58.69,454.86
67.87,462.92
80.24,450.26
76.06,483.87
84.19,486.14
82.3,457.01
81.72,433.25
80.69,455.87
96.05,471.36
79.57,431.44
78.26,481.74
77.67,447.61
69.31,445.44
73.3,451.38
91.84,490.5
69.11,437.13
65.55,450.76
75.83,442.4
67.69,440.22
81.86,445.98
92.14,486.33
88.7,476.91
79.01,458.64
82.77,459.78
77.26,461.44
43.36,459.81
76.68,453.94
67.31,441.51
38.63,463.91
63.01,433.83
70.12,444.53
69.5,473.56
66.85,433.73
91.44,482.83
62.43,440.96
93.69,472.59
55.91,432.6
76.9,472.31
55.96,432.19
76.72,485.13
65.87,440.0
73.01,430.33
69.13,437.81
84.7,489.62
68.03,473.47
81.56,451.14
68.96,438.71
78.41,464.64
98.17,481.77
71.64,435.03
84.2,488.57
93.12,448.4
71.93,425.29
64.12,435.21
58.18,425.61
68.33,443.66
71.37,445.8
76.15,444.72
95.95,440.93
53.59,435.02
71.73,477.68
71.29,452.1
52.06,435.84
84.67,438.8
76.77,434.07
53.96,446.82
89.14,467.46
34.51,439.09
85.48,435.9
76.49,454.12
64.43,435.87
77.33,457.08
86.38,429.99
64.46,435.09
96.11,467.99
64.4,448.51
85.21,438.01
71.72,450.64
90.76,464.4
82.41,436.36
69.17,459.39
73.96,444.26
72.7,451.49
74.05,469.23
59.35,439.55
75.83,435.13
44.98,467.48
86.86,476.55
90.35,449.26
85.83,475.8
55.87,448.43
86.54,430.33
77.3,471.38
92.81,478.37
80.04,459.45
78.02,456.29
59.6,458.31
54.19,430.9
63.01,472.08
89.27,455.22
62.03,433.07
93.51,484.49
50.63,438.44
48.02,433.18
57.49,449.02
40.45,469.38
67.25,466.1
71.57,466.99
71.3,466.73
88.29,481.45
55.69,450.54
47.98,463.46
78.18,438.72
80.01,444.84
94.26,465.9
90.27,470.93
86.67,444.39
69.1,454.59
66.02,436.71
73.62,436.5
90.89,465.2
57.26,468.9
87.03,463.39
62.15,477.07
90.51,432.45
75.61,454.35
69.96,435.79
83.54,469.9
68.89,470.66
75.34,476.69
91.0,489.18
92.08,448.98
87.71,462.16
67.15,434.17
92.02,467.1
79.67,486.8
83.99,463.21
58.01,463.65
79.09,474.57
83.23,461.02
90.8,438.33
79.59,462.21
42.96,436.7
76.27,468.84
70.36,437.47
80.44,469.18
72.78,445.25
73.67,454.03
88.01,451.31
43.39,437.97
88.42,467.25
84.16,436.28
86.74,455.85
62.99,433.53
77.44,471.93
81.86,460.2
83.78,467.42
57.04,444.52
66.81,465.22
97.15,467.01
55.22,451.47
86.53,489.64
39.28,434.14
72.78,484.94
41.52,441.5
74.79,447.96
68.35,442.62
95.93,464.35
75.82,435.49
56.67,451.41
72.89,431.69
82.93,460.67
57.41,438.78
88.48,449.57
66.27,454.14
58.93,428.63
60.24,452.94
66.71,436.17
75.58,434.18
40.0,443.24
81.82,466.37
83.58,444.5
46.64,464.44
76.22,465.62
77.18,439.84
89.98,471.3
74.49,453.05
88.82,443.54
72.17,441.92
77.15,429.0
80.03,453.66
70.16,438.32
51.22,440.04
86.68,451.5
89.04,452.15
80.23,446.11
91.67,446.7
72.8,479.4
66.36,472.94
77.29,446.2
79.4,443.0
80.48,443.15
100.06,453.54
66.16,453.47
74.05,457.17
70.98,469.03
61.19,438.9
82.75,438.52
70.86,456.18
69.81,461.52
74.62,462.69
70.97,476.63
65.14,475.44
68.01,441.54
30.59,463.0
60.33,448.65
92.3,482.22
93.45,467.25
69.24,477.16
63.12,447.2
83.73,483.74
78.35,447.09
72.57,442.12
86.27,487.84
97.23,447.36
75.77,431.64
79.23,482.97
76.21,436.41
38.75,451.66
60.57,464.17
75.64,443.51
84.96,429.25
96.51,446.47
73.27,443.75
55.06,445.33
87.71,449.66
90.85,487.25
71.21,429.15
54.19,450.84
80.32,468.1
87.5,433.58
70.33,433.02
99.97,447.14
71.35,466.0
79.43,444.43
91.81,441.83
69.17,437.48
61.8,434.45
90.48,446.31
89.18,484.66
55.36,429.01
79.12,428.72
100.15,469.43
66.37,432.28
88.5,442.46
66.04,479.32
90.72,482.79
68.46,440.75
83.94,433.34
91.66,483.8
40.13,442.99
66.68,441.71
90.68,487.85
99.34,475.46
90.55,467.47
80.02,491.4
79.48,439.25
42.78,442.0
78.06,441.56
81.99,465.82
83.86,463.1
82.79,461.0
81.83,480.83
76.59,450.14
79.15,460.02
64.83,442.59
81.09,480.38
74.85,459.59
80.9,460.82
42.93,467.16
38.56,439.81
79.6,464.27
94.56,469.13
78.29,430.4
51.36,436.72
81.28,460.84
50.41,436.04
67.07,453.47
98.35,478.13
90.18,447.44
73.24,458.59
78.84,434.64
100.09,460.7
84.44,450.75
75.69,464.37
64.7,454.84
77.58,465.95
68.69,485.57
64.17,434.29
91.49,461.58
90.95,475.55
84.9,476.12
93.68,480.25
58.6,450.61
77.67,482.38
77.13,446.83
79.55,434.67
55.78,429.33
75.35,460.51
74.32,447.16
69.7,457.43
60.42,446.62
68.9,450.36
80.73,467.54
69.2,489.25
73.55,450.44
85.28,445.17
95.96,472.44
86.6,449.21
88.73,447.35
73.45,445.31
77.94,476.45
59.94,432.07
100.09,453.29
90.89,432.17
85.72,474.35
91.06,478.07
77.07,468.0
81.45,430.12
79.78,456.42
65.68,460.73
76.21,449.34
65.74,456.31
87.95,431.38
62.17,437.62
68.38,435.85
54.22,454.5
60.11,444.36
85.01,477.84
86.22,472.45
53.82,439.31
94.32,434.01
77.42,434.47
60.1,481.3
75.81,444.23
69.35,435.7
66.36,449.4
75.9,461.16
74.26,472.54
57.89,440.87
51.24,444.94
80.39,474.61
85.96,483.71
95.41,469.65
64.38,469.42
89.14,460.33
96.39,470.07
80.16,442.23
48.98,467.51
87.06,475.14
90.77,464.79
45.03,436.3
88.54,469.04
82.22,432.58
91.28,477.57
75.26,435.91
86.3,452.03
73.38,432.6
64.27,442.01
49.83,452.41
93.27,485.28
68.26,441.15
79.15,454.47
63.07,464.95
82.94,433.57
90.78,488.65
99.64,449.74
75.01,454.72
71.52,474.58
70.51,467.01
53.12,450.53
85.06,456.33
71.66,435.02
39.05,437.4
84.37,442.75
51.28,443.69
67.86,456.54
44.12,431.79
83.98,446.66
78.88,461.9
77.0,452.58
75.28,460.53
74.34,448.32
90.25,478.82
77.17,438.39
82.88,426.0
84.53,456.61
52.71,484.26
76.36,434.73
53.09,458.97
67.99,457.72
63.38,439.88
67.08,427.33
62.81,449.05
40.88,425.17
74.25,430.51
86.92,435.56
92.08,465.94
75.56,456.56
73.3,477.34
61.83,451.28
76.44,443.86
92.06,449.03
77.37,476.81
52.69,445.3
74.12,464.93
99.28,471.83
39.89,439.79
80.34,483.19
56.33,429.48
78.38,439.36
89.09,434.09
89.34,455.15
56.07,443.66
93.59,468.88
68.05,453.84
77.7,456.34
64.08,457.26
70.82,453.99
83.87,483.8
89.84,479.35
99.74,467.06
83.69,473.56
72.06,444.13
63.58,443.39
55.03,434.03
92.88,453.36
47.4,443.55
92.96,448.59
73.66,439.91
86.86,477.62
93.84,465.74
77.65,475.48
76.16,437.47
91.18,445.03
76.14,431.58
51.58,440.4
65.67,435.21
89.45,457.09
87.35,444.77
91.51,465.61
55.1,453.12
90.54,441.71
98.03,474.52
80.54,434.92
81.52,450.18
90.64,485.12
26.3,428.48
82.35,443.5
71.84,439.83
56.13,435.94
79.75,435.75
37.85,467.68
64.53,446.77
34.12,440.17
67.79,460.25
75.22,454.98
52.06,440.97
89.65,481.59
88.88,464.72
71.85,452.85
62.21,461.27
81.22,474.96
80.55,454.97
88.78,471.64
91.69,484.82
69.36,448.91
57.13,437.67
80.43,470.13
70.87,441.9
44.31,442.12
74.12,450.26
55.41,457.16
45.35,446.33
81.68,442.71
43.82,426.22
70.62,440.85
66.04,473.17
90.47,485.89
82.8,455.76
66.32,432.81
61.87,470.59
80.9,473.93
86.96,456.62
47.48,442.73
84.1,456.4
67.68,442.86
68.48,434.89
70.09,439.96
60.35,433.36
54.94,439.4
64.67,426.25
42.47,433.72
85.37,434.47
50.42,433.15
76.28,430.23
62.05,468.76
50.3,489.59
73.6,463.09
81.95,459.94
48.08,459.48
85.37,488.82
43.66,463.71
94.59,431.91
79.08,453.62
65.13,434.74
64.81,442.16
76.15,475.42
82.56,438.31
73.49,479.56
77.37,487.94
73.15,459.95
69.6,430.65
80.31,461.49
56.89,460.11
87.51,445.4
72.62,442.0
99.9,451.3
76.02,437.27
91.9,473.19
80.86,440.09
77.83,441.91
92.91,479.85
57.95,436.97
70.61,442.18
85.91,481.83
83.37,468.97
80.9,434.26
76.0,468.53
85.04,441.31
68.67,458.74
72.94,453.17
63.16,462.09
51.29,437.83
78.6,476.28
91.0,483.36
78.94,482.62
56.74,438.46
67.87,466.4
75.21,459.01
87.97,477.8
87.1,474.49
59.65,463.69
56.01,427.56
54.93,446.57
54.36,490.11
48.73,438.57
77.74,448.08
92.37,463.1
55.91,443.34
91.67,464.01
40.8,443.78
74.56,476.18
41.55,449.27
75.23,469.34
63.62,431.0
78.59,449.5
93.24,475.73
46.55,440.31
74.39,473.54
87.67,471.75
92.05,467.21
70.8,437.99
71.98,446.67
81.55,482.43
66.16,436.19
61.62,431.23
83.93,440.76
73.42,462.13
45.26,432.67
58.99,495.21
70.23,441.0
71.53,467.47
73.16,453.24
87.08,478.07
52.79,426.67
55.09,436.39
71.29,440.75
75.24,434.65
99.55,465.75
73.99,481.56
94.35,485.17
55.73,434.15
68.68,438.48
83.94,466.56
80.05,468.46
49.51,440.55
72.29,461.54
65.47,475.64
56.93,438.75
47.96,439.19
75.34,435.21
38.58,444.46
82.47,426.18
94.01,472.65
62.59,441.51
40.13,460.38
82.68,463.33
79.38,453.33
73.48,475.01
36.09,440.01
52.0,441.52
72.75,426.47
81.2,433.55
86.16,449.28
82.01,438.1
71.52,457.45
71.46,439.91
42.67,433.92
58.42,475.89
99.22,468.5
64.81,457.11
78.13,447.83
86.22,445.54
47.67,440.99
86.64,469.31
58.16,438.8
47.85,463.5
87.97,437.88
63.55,446.86
56.58,436.16
97.8,440.64
38.75,459.79
87.91,465.97
66.59,443.79
95.84,483.03
81.23,467.28
51.25,435.79
78.07,474.09
97.78,450.21
65.91,438.42
67.26,432.7
65.47,431.93
91.23,470.95
56.42,433.0
79.02,443.06
67.6,434.56
72.26,428.88
93.84,462.84
91.84,435.27
74.28,447.09
78.13,469.52
54.83,443.54
81.15,472.52
72.76,474.93
82.48,458.56
90.56,470.92
80.57,450.46
79.83,436.55
93.02,443.9
66.09,439.72
83.4,479.53
86.28,430.94
42.61,433.94
67.28,449.98
87.7,447.16
51.69,468.8
84.27,450.33
55.01,441.78
84.86,492.93
58.73,436.72
64.82,468.72
67.96,453.03
46.59,434.35
70.95,441.99
92.62,446.09
83.84,457.12
80.54,457.67
56.18,442.87
36.53,445.56
72.52,460.15
89.16,485.6
77.99,468.87
89.26,477.78
82.08,475.46
64.02,472.12
76.03,461.14
71.48,431.28
56.07,440.28
89.31,428.93
70.54,436.78
62.71,448.17
70.42,446.11
97.99,476.72
88.83,442.23
51.66,436.95
92.04,463.22
57.21,446.58
68.96,454.85
55.68,435.04
49.72,441.26
83.35,435.21
89.62,456.63
82.11,480.21
64.53,442.47
73.22,432.56
79.79,445.57
54.61,459.48
61.44,472.76
71.19,439.97
81.55,456.2
55.99,433.52
58.1,475.13
48.28,448.43
97.13,466.42
72.3,426.2
66.6,441.88
90.57,473.84
64.42,434.06
48.24,441.41
80.27,467.72
87.27,469.83
93.16,471.47
89.63,442.26
84.6,474.99
54.68,439.47
73.88,477.05
76.74,443.45
51.16,440.42
92.46,449.67
95.61,462.73
76.01,441.61
77.04,478.27
84.55,442.51
62.19,437.57
70.09,446.18
71.54,453.96
68.77,437.24
55.9,450.48
56.4,426.14
68.91,438.28
72.77,455.86
73.11,440.15
87.6,491.54
91.14,437.75
84.7,434.18
78.78,465.57
64.78,443.29
62.84,432.51
57.7,468.75
93.58,466.75
57.1,448.51
99.35,482.69
87.96,469.97
85.49,449.89
68.88,464.18
57.31,436.85
84.86,482.17
74.04,456.65
86.01,434.51
39.24,430.07
87.56,483.0
63.33,453.87
75.52,462.56
88.22,437.33
69.58,460.73
60.48,452.13
83.15,432.41
73.23,459.27
96.02,467.7
91.59,442.78
100.12,464.37
70.69,432.01
42.85,431.01
72.87,450.23
89.58,480.56
75.4,470.93
68.82,463.58
36.74,437.03
76.64,446.48
96.45,433.85
53.45,446.04
32.8,436.92
78.5,458.92
77.96,474.36
75.53,455.6
66.19,439.82
58.24,437.42
67.5,439.94
58.71,474.4
66.39,432.46
80.2,452.86
80.48,445.18
70.61,450.07
74.47,470.63
75.09,462.67
49.4,428.34
77.86,431.37
67.89,474.23
67.09,459.81
79.47,455.25
97.32,480.68
62.45,447.3
86.4,475.59
52.17,439.43
97.82,488.75
65.94,457.29
66.74,446.94
69.46,473.78
99.59,449.49
79.72,444.74
72.02,460.29
86.58,445.5
75.52,455.22
58.76,439.33
54.42,451.4
85.35,467.71
82.47,454.04
92.62,436.69
77.59,436.32
69.02,451.64
74.77,432.84
72.03,461.73
83.38,458.87
88.55,465.88
59.64,445.12
84.95,480.87
68.45,442.48
65.62,495.76
42.5,447.67
42.41,437.24
87.16,449.63
29.86,428.12
80.57,446.27
73.34,426.48
62.9,451.42
75.02,475.02
65.81,432.31
76.96,485.78
76.43,443.33
89.65,474.28
78.35,435.22
84.62,442.1
71.19,479.43
64.83,430.98
89.4,467.24
89.53,437.83
56.85,466.68
69.16,464.11
88.05,459.69
84.3,468.31
65.85,442.18
77.19,468.51
75.76,460.06
84.66,483.82
65.79,472.98
64.06,427.38
87.83,465.05
73.86,454.06
81.56,440.85
73.45,465.7
79.94,428.05
72.34,444.81
81.89,449.24
66.09,458.29
83.51,486.52
65.55,444.26
74.27,436.5
81.27,472.69
76.0,435.62
73.36,437.61
79.72,466.71
83.47,482.78
46.95,432.13
78.89,454.21
81.31,452.66
53.85,439.08
91.67,465.01
82.15,478.87
97.97,448.37
80.79,473.22
75.51,461.18
82.58,446.93
59.05,437.5
86.02,479.2
78.84,449.63
67.22,463.64
78.52,470.17
63.63,459.97
90.11,466.99
79.25,473.1
72.41,428.58
42.73,438.79
42.73,466.77
83.14,455.09
63.62,427.49
99.71,451.49
82.96,442.88
73.06,433.5
80.03,433.02
70.8,464.39
98.0,443.51
71.17,460.47
85.61,443.41
48.24,435.22
83.8,458.67
72.46,454.62
75.14,488.53
95.09,433.64
80.19,477.14
70.0,454.46
90.27,431.29
89.39,453.4
47.0,432.5
58.18,438.38
66.7,473.31
63.69,451.87
51.77,464.27
78.25,463.3
58.1,475.13
39.1,430.48
75.3,466.83
76.68,442.86
82.18,429.38
49.74,431.58
85.07,444.59
92.37,441.33
78.37,433.57
60.33,441.29
34.15,429.41
87.32,435.6
93.48,470.79
86.17,475.06
79.77,475.37
59.08,444.37
95.46,474.49
58.47,427.82
63.62,432.75
65.16,450.28
66.33,457.09
81.83,449.94
58.78,431.31
47.22,450.86
51.71,458.8
55.96,442.78
52.56,435.75
95.99,458.46
78.88,470.68
93.13,461.54
48.86,465.66
59.52,447.91
83.03,467.05
45.66,437.0
83.71,481.38
81.65,463.83
78.91,457.03
56.38,454.97
39.76,430.26
77.95,457.0
93.16,492.22
61.05,441.2
36.35,460.21
61.83,440.7
56.91,430.62
47.07,438.71
84.89,441.9
78.09,430.0
60.79,441.0
85.3,442.44
64.44,437.06
88.62,471.78
38.01,449.65
84.76,429.25
72.83,462.7
79.65,478.88
66.26,474.73
91.89,433.02
65.31,450.92
83.75,466.2
85.38,484.16
45.28,448.45
80.89,461.5
59.84,445.01
88.48,442.89
65.71,450.86
93.89,450.5
38.05,446.48
85.54,459.6
73.55,444.09
72.45,462.09
97.05,468.96
49.45,439.03
65.21,468.53
57.05,426.91
83.28,472.81
57.92,451.03
70.14,437.18
82.98,469.75
54.99,425.36
84.88,432.94
42.34,450.84
86.71,470.02
55.72,456.36
95.33,444.12
46.78,432.38
95.66,458.37
80.02,468.14
67.09,450.07
94.76,471.43
91.14,451.95
77.38,425.27
69.47,436.64
88.63,488.2
36.31,430.14
74.5,440.31
47.39,464.41
